Address,Name,Online_Order,Book_Table,Rating,Contact,Location,Restaurant_Type,Cuisines,Budget,Persons,Listed(Type),Listed(City),
"SB- 26 Block, Block 12 Gulistan-e-Johar, Karachi, Karachi City, Sindh 75314",Nawabish,No,Yes,4.5,021 34021397,Block 12 Gulistan-e-Johar,Dinner Buffet ,SeaFood,8500,10,Dinner,Karachi,
"Scheme 36 Block 11 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Qabeela Restaurant,Yes,Yes,4.2,0322 2996037,Block 11 Gulistan-e-Johar,Dinner Buffet ,Desi,3500,2,Dinner,Karachi,
"Scheme 36 Block 11 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Qabeela Restaurant,Yes,Yes,4.2,0322 2996037,Block 11 Gulistan-e-Johar,Dinner Buffet ,BBQ,1500,2,Dinner,Karachi,
"Scheme 36 Block 11 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Qabeela Restaurant,Yes,Yes,4.2,0322 2996037,Block 11 Gulistan-e-Johar,Dinner Buffet ,Beverages,400,2,Dinner,Karachi,
"Scheme 36 Block 11 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Qabeela Restaurant,Yes,Yes,4.2,0322 2996037,Block 11 Gulistan-e-Johar,Dinner Buffet ,Desi,7000,4,Dinner,Karachi,
"Scheme 36 Block 11 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Qabeela Restaurant,Yes,Yes,4.2,0322 2996037,Block 11 Gulistan-e-Johar,Dinner Buffet ,BBQ,3000,4,Dinner,Karachi,
"Scheme 36 Block 11 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Qabeela Restaurant,Yes,Yes,4.2,0322 2996037,Block 11 Gulistan-e-Johar,Dinner Buffet ,Beverages,800,4,Dinner,Karachi,
"Scheme 36 Block 11 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Qabeela Restaurant,Yes,Yes,4.2,0322 2996037,Block 11 Gulistan-e-Johar,Dinner Buffet ,Desi,10500,6,Dinner,Karachi,
"Scheme 36 Block 11 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Qabeela Restaurant,Yes,Yes,4.2,0322 2996037,Block 11 Gulistan-e-Johar,Dinner Buffet ,BBQ,4500,6,Dinner,Karachi,
"Scheme 36 Block 11 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Qabeela Restaurant,Yes,Yes,4.2,0322 2996037,Block 11 Gulistan-e-Johar,Dinner Buffet ,Beverages,1200,6,Dinner,Karachi,
"Scheme 36 Block 11 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Qabeela Restaurant,Yes,Yes,4.2,0322 2996037,Block 11 Gulistan-e-Johar,Dinner Buffet ,Desi,14000,8,Dinner,Karachi,
"Scheme 36 Block 11 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Qabeela Restaurant,Yes,Yes,4.2,0322 2996037,Block 11 Gulistan-e-Johar,Dinner Buffet ,BBQ,6000,8,Dinner,Karachi,
"Scheme 36 Block 11 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Qabeela Restaurant,Yes,Yes,4.2,0322 2996037,Block 11 Gulistan-e-Johar,Dinner Buffet ,Beverages,1600,8,Dinner,Karachi,
"Scheme 36 Block 11 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Qabeela Restaurant,Yes,Yes,4.2,0322 2996037,Block 11 Gulistan-e-Johar,Dinner Buffet ,Desi,17500,10,Dinner,Karachi,
"Scheme 36 Block 11 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Qabeela Restaurant,Yes,Yes,4.2,0322 2996037,Block 11 Gulistan-e-Johar,Dinner Buffet ,BBQ,7500,10,Dinner,Karachi,
"Scheme 36 Block 11 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Qabeela Restaurant,Yes,Yes,4.2,0322 2996037,Block 11 Gulistan-e-Johar,Dinner Buffet ,Beverages,2000,10,Dinner,Karachi,
"A6/6 Johar St, Block 18 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Luqmaah Spicy,No,No,2.5,0333 3534123,Block 18 Gulistan-e-Johar,Lunch,FastFood,650,2,Lunch,Karachi,
"A6/6 Johar St, Block 18 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Luqmaah Spicy,No,No,2.5,0333 3534123,Block 18 Gulistan-e-Johar,Lunch,Chinese,950,2,Lunch,Karachi,
"A6/6 Johar St, Block 18 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Luqmaah Spicy,No,No,2.5,0333 3534123,Block 18 Gulistan-e-Johar,Lunch,FastFood,1300,4,Lunch,Karachi,
"A6/6 Johar St, Block 18 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Luqmaah Spicy,No,No,2.5,0333 3534123,Block 18 Gulistan-e-Johar,Lunch,Chinese,1900,4,Lunch,Karachi,
"A6/6 Johar St, Block 18 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Luqmaah Spicy,No,No,2.5,0333 3534123,Block 18 Gulistan-e-Johar,Lunch,FastFood,2000,6,Lunch,Karachi,
"A6/6 Johar St, Block 18 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Luqmaah Spicy,No,No,2.5,0333 3534123,Block 18 Gulistan-e-Johar,Lunch,Chinese,2800,6,Lunch,Karachi,
"A6/6 Johar St, Block 18 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Luqmaah Spicy,No,No,2.5,0333 3534123,Block 18 Gulistan-e-Johar,Lunch,FastFood,2650,8,Lunch,Karachi,
"A6/6 Johar St, Block 18 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Luqmaah Spicy,No,No,2.5,0333 3534123,Block 18 Gulistan-e-Johar,Lunch,Chinese,3800,8,Lunch,Karachi,
"A6/6 Johar St, Block 18 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Luqmaah Spicy,No,No,2.5,0333 3534123,Block 18 Gulistan-e-Johar,Lunch,FastFood,3350,10,Lunch,Karachi,
"A6/6 Johar St, Block 18 Gulistan-e-Johar, Karachi, Karachi City, Sindh",Luqmaah Spicy,No,No,2.5,0333 3534123,Block 18 Gulistan-e-Johar,Lunch,Chinese,4750,10,Lunch,Karachi,
